Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Ix,Zx,Zx,Sx,Sx,rx,Iy,Iy,Zy,Zy,Sy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
2L,2L76X51X12.7X19LLBB,2L76X51X12.7X19LLBB,22.8,2920,76.2,,,,,,,,50.8,,,,,,,12.7,,,,,,,27.4,,,18.8,,6,,,,,1.6,1600000,58.3,58300,32.8,32800,23.4,2.28,2280000,70.8,70800,37.7,37700,27.9,,,,,,,,,,,,,42.2,0.751,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X9.5LLBB,2L76X51X9.5LLBB,17.4,2260,76.2,,,,,,,,50.8,,,,,,,9.53,,,,,,,26.2,,,16.9,,8,,,,,1.28,1280000,45.6,45600,25.6,25600,23.8,0.866,866000,30.6,30600,17,17000,19.6,,,,,,,,,,,,,37.6,0.675,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X9.5X9LLBB,2L76X51X9.5X9LLBB,17.4,2260,76.2,,,,,,,,50.8,,,,,,,9.53,,,,,,,26.2,,,16.9,,8,,,,,1.28,1280000,45.6,45600,25.6,25600,23.8,1.21,1210000,41.5,41500,21.8,21800,23.1,,,,,,,,,,,,,39.4,0.707,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X9.5X19LLBB,2L76X51X9.5X19LLBB,17.4,2260,76.2,,,,,,,,50.8,,,,,,,9.53,,,,,,,26.2,,,16.9,,8,,,,,1.28,1280000,45.6,45600,25.6,25600,23.8,1.67,1670000,52.1,52100,27.7,27700,27.2,,,,,,,,,,,,,41.9,0.739,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X7.9LLBB,2L76X51X7.9LLBB,14.8,1910,76.2,,,,,,,,50.8,,,,,,,7.94,,,,,,,25.7,,,16.1,,9.58,,,,,1.1,1100000,39,39000,21.6,21600,24,0.712,712000,24.7,24700,14,14000,19.3,,,,,,,,,,,,,37.6,0.671,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X7.9X9LLBB,2L76X51X7.9X9LLBB,14.8,1910,76.2,,,,,,,,50.8,,,,,,,7.94,,,,,,,25.7,,,16.1,,9.58,,,,,1.1,1100000,39,39000,21.6,21600,24,0.991,991000,33.9,33900,17.9,17900,22.8,,,,,,,,,,,,,39.6,0.702,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X7.9X19LLBB,2L76X51X7.9X19LLBB,14.8,1910,76.2,,,,,,,,50.8,,,,,,,7.94,,,,,,,25.7,,,16.1,,9.58,,,,,1.1,1100000,39,39000,21.6,21600,24,1.36,1360000,42.9,42900,22.5,22500,26.7,,,,,,,,,,,,,41.9,0.734,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X6.4LLBB,2L76X51X6.4LLBB,12.2,1550,76.2,,,,,,,,50.8,,,,,,,6.35,,,,,,,24.9,,,15.2,,12,,,,,0.907,907000,31.8,31800,17.7,17700,24.2,0.562,562000,19.2,19200,11.1,11100,19,,,,,,,,,,,,,37.6,0.668,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X6.4X9LLBB,2L76X51X6.4X9LLBB,12.2,1550,76.2,,,,,,,,50.8,,,,,,,6.35,,,,,,,24.9,,,15.2,,12,,,,,0.907,907000,31.8,31800,17.7,17700,24.2,0.778,778000,26.5,26500,14,14000,22.4,,,,,,,,,,,,,39.6,0.698,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X6.4X19LLBB,2L76X51X6.4X19LLBB,12.2,1550,76.2,,,,,,,,50.8,,,,,,,6.35,,,,,,,24.9,,,15.2,,12,,,,,0.907,907000,31.8,31800,17.7,17700,24.2,1.06,1060000,33.9,33900,17.5,17500,26.2,,,,,,,,,,,,,41.9,0.73,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X4.8LLBB,2L76X51X4.8LLBB,9.2,1180,76.2,,,,,,,,50.8,,,,,,,4.76,,,,,,,24.2,,,14.1,,16,,,,,0.703,703000,24.4,24400,13.6,13600,24.4,0.416,416000,13.9,13900,8.19,8190,18.8,,,,,,,,,,,,,37.8,0.666,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X4.8X9LLBB,2L76X51X4.8X9LLBB,9.2,1180,76.2,,,,,,,,50.8,,,,,,,4.76,,,,,,,24.2,,,14.1,,16,,,,,0.703,703000,24.4,24400,13.6,13600,24.4,0.574,574000,19.5,19500,10.3,10300,22.1,,,,,,,,,,,,,39.4,0.695,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X4.8X19LLBB,2L76X51X4.8X19LLBB,9.2,1180,76.2,,,,,,,,50.8,,,,,,,4.76,,,,,,,24.2,,,14.1,,16,,,,,0.703,703000,24.4,24400,13.6,13600,24.4,0.791,791000,25.2,25200,13.1,13100,25.9,,,,,,,,,,,,,41.7,0.726,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X9.5LLBB,2L64X51X9.5LLBB,15.8,2000,63.5,,,,,,,,50.8,,,,,,,9.53,,,,,,,21,,,11,,6.67,,,,,0.762,762000,32.1,32100,17.9,17900,19.5,0.857,857000,29.3,29300,16.9,16900,20.7,,,,,,,,,,,,,32.8,0.754,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X9.5X9LLBB,2L64X51X9.5X9LLBB,15.8,2000,63.5,,,,,,,,50.8,,,,,,,9.53,,,,,,,21,,,11,,6.67,,,,,0.762,762000,32.1,32100,17.9,17900,19.5,1.18,1180000,38.8,38800,21.3,21300,24.3,,,,,,,,,,,,,35.1,0.786,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X9.5X19LLBB,2L64X51X9.5X19LLBB,15.8,2000,63.5,,,,,,,,50.8,,,,,,,9.53,,,,,,,21,,,11,,6.67,,,,,0.762,762000,32.1,32100,17.9,17900,19.5,1.59,1590000,48.3,48300,26.4,26400,28.2,,,,,,,,,,,,,37.8,0.817,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X7.9LLBB,2L64X51X7.9LLBB,13.4,1700,63.5,,,,,,,,50.8,,,,,,,7.94,,,,,,,20.4,,,9.86,,7.99,,,,,0.658,658000,27.5,27500,15.2,15200,19.7,0.712,712000,24.1,24100,14,14000,20.4,,,,,,,,,,,,,32.8,0.748,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X7.9X9LLBB,2L64X51X7.9X9LLBB,13.4,1700,63.5,,,,,,,,50.8,,,,,,,7.94,,,,,,,20.4,,,9.86,,7.99,,,,,0.658,658000,27.5,27500,15.2,15200,19.7,0.978,978000,32.1,32100,17.5,17500,24,,,,,,,,,,,,,35.1,0.781,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X7.9X19LLBB,2L64X51X7.9X19LLBB,13.4,1700,63.5,,,,,,,,50.8,,,,,,,7.94,,,,,,,20.4,,,9.86,,7.99,,,,,0.658,658000,27.5,27500,15.2,15200,19.7,1.33,1330000,40.3,40300,22,22000,27.9,,,,,,,,,,,,,37.8,0.812,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X6.4LLBB,2L64X51X6.4LLBB,10.8,1380,63.5,,,,,,,,50.8,,,,,,,6.35,,,,,,,19.8,,,9.14,,10,,,,,0.545,545000,22.6,22600,12.5,12500,19.9,0.562,562000,18.7,18700,11.1,11100,20.2,,,,,,,,,,,,,32.8,0.744,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X6.4X9LLBB,2L64X51X6.4X9LLBB,10.8,1380,63.5,,,,,,,,50.8,,,,,,,6.35,,,,,,,19.8,,,9.14,,10,,,,,0.545,545000,22.6,22600,12.5,12500,19.9,0.77,770000,25.2,25200,13.9,13900,23.6,,,,,,,,,,,,,35.1,0.775,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X6.4X19LLBB,2L64X51X6.4X19LLBB,10.8,1380,63.5,,,,,,,,50.8,,,,,,,6.35,,,,,,,19.8,,,9.14,,10,,,,,0.545,545000,22.6,22600,12.5,12500,19.9,1.04,1040000,31.8,31800,17.2,17200,27.4,,,,,,,,,,,,,37.8,0.806,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X4.8LLBB,2L64X51X4.8LLBB,8.4,1060,63.5,,,,,,,,50.8,,,,,,,4.76,,,,,,,19.2,,,8.1,,13.3,,,,,0.425,425000,17.4,17400,9.6,9600,20.1,0.42,420000,13.6,13600,8.28,8280,19.9,,,,,,,,,,,,,32.8,0.74,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X4.8X9LLBB,2L64X51X4.8X9LLBB,8.4,1060,63.5,,,,,,,,50.8,,,,,,,4.76,,,,,,,19.2,,,8.1,,13.3,,,,,0.425,425000,17.4,17400,9.6,9600,20.1,0.574,574000,18.7,18700,10.3,10300,23.3,,,,,,,,,,,,,35.1,0.771,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X51X4.8X19LLBB,2L64X51X4.8X19LLBB,8.4,1060,63.5,,,,,,,,50.8,,,,,,,4.76,,,,,,,19.2,,,8.1,,13.3,,,,,0.425,425000,17.4,17400,9.6,9600,20.1,0.783,783000,23.6,23600,13,13000,27.2,,,,,,,,,,,,,37.6,0.801,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X38X6.4LLBB,2L64X38X6.4LLBB,9.49,1220,63.5,,,,,,,,38.1,,,,,,,6.35,,,,,,,22,,,15.4,,10,,,,,0.495,495000,21.1,21100,11.9,11900,20.1,0.239,239000,11.6,11600,6.28,6280,14,,,,,,,,,,,,,30.7,0.629,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X38X6.4X9LLBB,2L64X38X6.4X9LLBB,9.49,1220,63.5,,,,,,,,38.1,,,,,,,6.35,,,,,,,22,,,15.4,,10,,,,,0.495,495000,21.1,21100,11.9,11900,20.1,0.375,375000,17.4,17400,8.77,8770,17.6,,,,,,,,,,,,,32.5,0.668,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X38X6.4X19LLBB,2L64X38X6.4X19LLBB,9.49,1220,63.5,,,,,,,,38.1,,,,,,,6.35,,,,,,,22,,,15.4,,10,,,,,0.495,495000,21.1,21100,11.9,11900,20.1,0.57,570000,23.1,23100,12,12000,21.6,,,,,,,,,,,,,35.1,0.711,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X38X4.8LLBB,2L64X38X4.8LLBB,7.26,935,63.5,,,,,,,,38.1,,,,,,,4.78,,,,,,,21.3,,,14.5,,13.3,,,,,0.386,386000,16.3,16300,9.18,9180,20.3,0.176,176000,8.23,8230,4.64,4640,13.7,,,,,,,,,,,,,31,0.625,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X38X4.8X9LLBB,2L64X38X4.8X9LLBB,7.26,935,63.5,,,,,,,,38.1,,,,,,,4.78,,,,,,,21.3,,,14.5,,13.3,,,,,0.386,386000,16.3,16300,9.18,9180,20.3,0.277,277000,12.7,12700,6.46,6460,17.2,,,,,,,,,,,,,32.8,0.662,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L64X38X4.8X19LLBB,2L64X38X4.8X19LLBB,7.26,935,63.5,,,,,,,,38.1,,,,,,,4.78,,,,,,,21.3,,,14.5,,13.3,,,,,0.386,386000,16.3,16300,9.18,9180,20.3,0.42,420000,17.2,17200,8.83,8830,21.2,,,,,,,,,,,,,35.1,0.704,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X25.4SLBB,2L203X152X25.4SLBB,131,16900,152,,,,,,,,203,,,,,,,25.4,,,,,,,41.9,,,20.8,,8,,,,,32.3,32300000,531,531000,292,292000,43.7,144,144000000,1140,1140000,706,706000,92.2,,,,,,,,,,,,,106,0.924,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X25.4X9SLBB,2L203X152X25.4X9SLBB,131,16900,152,,,,,,,,203,,,,,,,25.4,,,,,,,41.9,,,20.8,,8,,,,,32.3,32300000,531,531000,292,292000,43.7,155,155000000,1220,1220000,744,744000,95.8,,,,,,,,,,,,,109,0.929,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X25.4X19SLBB,2L203X152X25.4X19SLBB,131,16900,152,,,,,,,,203,,,,,,,25.4,,,,,,,41.9,,,20.8,,8,,,,,32.3,32300000,531,531000,292,292000,43.7,167,167000000,1300,1300000,785,785000,99.3,,,,,,,,,,,,,113,0.933,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X22.2SLBB,2L203X152X22.2SLBB,116,14800,152,,,,,,,,203,,,,,,,22.2,,,,,,,40.6,,,18.3,,9.14,,,,,29.1,29100000,470,470000,261,261000,44.2,125,125000000,980,980000,615,615000,91.7,,,,,,,,,,,,,106,0.922,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X22.2X9SLBB,2L203X152X22.2X9SLBB,116,14800,152,,,,,,,,203,,,,,,,22.2,,,,,,,40.6,,,18.3,,9.14,,,,,29.1,29100000,470,470000,261,261000,44.2,134,134000000,1050,1050000,647,647000,95.3,,,,,,,,,,,,,109,0.926,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X22.2X19SLBB,2L203X152X22.2X19SLBB,116,14800,152,,,,,,,,203,,,,,,,22.2,,,,,,,40.6,,,18.3,,9.14,,,,,29.1,29100000,470,470000,261,261000,44.2,145,145000000,1120,1120000,682,682000,98.8,,,,,,,,,,,,,112,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X19SLBB,2L203X152X19SLBB,100,12900,152,,,,,,,,203,,,,,,,19.1,,,,,,,39.6,,,15.8,,10.7,,,,,25.6,25600000,408,408000,226,226000,44.5,107,107000000,834,834000,528,528000,91.2,,,,,,,,,,,,,106,0.919,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X19X9SLBB,2L203X152X19X9SLBB,100,12900,152,,,,,,,,203,,,,,,,19.1,,,,,,,39.6,,,15.8,,10.7,,,,,25.6,25600000,408,408000,226,226000,44.5,115,115000000,896,896000,554,554000,94.5,,,,,,,,,,,,,109,0.924,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X19X19SLBB,2L203X152X19X19SLBB,100,12900,152,,,,,,,,203,,,,,,,19.1,,,,,,,39.6,,,15.8,,10.7,,,,,25.6,25600000,408,408000,226,226000,44.5,124,124000000,957,957000,583,583000,98,,,,,,,,,,,,,112,0.928,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X15.9SLBB,2L203X152X15.9SLBB,84.4,10800,152,,,,,,,,203,,,,,,,15.9,,,,,,,38.4,,,13.4,,12.8,,,,,22,22000000,344,344000,193,193000,45,89.1,89100000,688,688000,439,439000,90.7,,,,,,,,,,,,,106,0.917,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X15.9X9SLBB,2L203X152X15.9X9SLBB,84.4,10800,152,,,,,,,,203,,,,,,,15.9,,,,,,,38.4,,,13.4,,12.8,,,,,22,22000000,344,344000,193,193000,45,95.7,95700000,741,741000,460,460000,94,,,,,,,,,,,,,108,0.921,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X15.9X19SLBB,2L203X152X15.9X19SLBB,84.4,10800,152,,,,,,,,203,,,,,,,15.9,,,,,,,38.4,,,13.4,,12.8,,,,,22,22000000,344,344000,193,193000,45,103,103000000,793,793000,485,485000,97.5,,,,,,,,,,,,,112,0.926,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X14.3SLBB,2L203X152X14.3SLBB,76.2,9810,152,,,,,,,,203,,,,,,,14.3,,,,,,,37.8,,,12.1,,14.2,,,,,20.1,20100000,311,311000,175,175000,45.2,79.9,79900000,618,618000,393,393000,90.2,,,,,,,,,,,,,105,0.916,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X14.3X9SLBB,2L203X152X14.3X9SLBB,76.2,9810,152,,,,,,,,203,,,,,,,14.3,,,,,,,37.8,,,12.1,,14.2,,,,,20.1,20100000,311,311000,175,175000,45.2,86.2,86200000,665,665000,415,415000,93.7,,,,,,,,,,,,,108,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X14.3X19SLBB,2L203X152X14.3X19SLBB,76.2,9810,152,,,,,,,,203,,,,,,,14.3,,,,,,,37.8,,,12.1,,14.2,,,,,20.1,20100000,311,311000,175,175000,45.2,92.8,92800000,713,713000,436,436000,97.3,,,,,,,,,,,,,112,0.924,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X12.7SLBB,2L203X152X12.7SLBB,68.2,8770,152,,,,,,,,203,,,,,,,12.7,,,,,,,37.1,,,10.8,,16,,,,,18.1,18100000,279,279000,157,157000,45.5,70.8,70800000,549,549000,347,347000,89.9,,,,,,,,,,,,,105,0.915,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X12.7X9SLBB,2L203X152X12.7X9SLBB,68.2,8770,152,,,,,,,,203,,,,,,,12.7,,,,,,,37.1,,,10.8,,16,,,,,18.1,18100000,279,279000,157,157000,45.5,76.6,76600000,590,590000,369,369000,93.5,,,,,,,,,,,,,108,0.919,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X12.7X19SLBB,2L203X152X12.7X19SLBB,68.2,8770,152,,,,,,,,203,,,,,,,12.7,,,,,,,37.1,,,10.8,,16,,,,,18.1,18100000,279,279000,157,157000,45.5,82,82000000,633,633000,385,385000,96.8,,,,,,,,,,,,,111,0.923,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X11.1SLBB,2L203X152X11.1SLBB,59.8,7740,152,,,,,,,,203,,,,,,,11.1,,,,,,,36.6,,,9.5,,18.3,,,,,16.1,16100000,246,246000,139,139000,45.7,62.4,62400000,477,477000,308,308000,89.7,,,,,,,,,,,,,105,0.913,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X11.1X9SLBB,2L203X152X11.1X9SLBB,59.8,7740,152,,,,,,,,203,,,,,,,11.1,,,,,,,36.6,,,9.5,,18.3,,,,,16.1,16100000,246,246000,139,139000,45.7,67,67000000,515,515000,323,323000,93,,,,,,,,,,,,,108,0.918,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X152X11.1X19SLBB,2L203X152X11.1X19SLBB,59.8,7740,152,,,,,,,,203,,,,,,,11.1,,,,,,,36.6,,,9.5,,18.3,,,,,16.1,16100000,246,246000,139,139000,45.7,72,72000000,551,551000,339,339000,96.5,,,,,,,,,,,,,111,0.922,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X25.4SLBB,2L203X102X25.4SLBB,111,14300,102,,,,,,,,203,,,,,,,25.4,,,,,,,26.4,,,17.6,,8,,,,,9.7,9700000,254,254000,129,129000,26.2,144,144000000,1100,1100000,706,706000,100,,,,,,,,,,,,,104,0.983,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X25.4X9SLBB,2L203X102X25.4X9SLBB,111,14300,102,,,,,,,,203,,,,,,,25.4,,,,,,,26.4,,,17.6,,8,,,,,9.7,9700000,254,254000,129,129000,26.2,154,154000000,1170,1170000,741,741000,104,,,,,,,,,,,,,108,0.984,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X25.4X19SLBB,2L203X102X25.4X19SLBB,111,14300,102,,,,,,,,203,,,,,,,25.4,,,,,,,26.4,,,17.6,,8,,,,,9.7,9700000,254,254000,129,129000,26.2,165,165000000,1240,1240000,777,777000,107,,,,,,,,,,,,,112,0.985,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X22.2SLBB,2L203X102X22.2SLBB,98.6,12600,102,,,,,,,,203,,,,,,,22.2,,,,,,,25.3,,,15.5,,9.14,,,,,8.78,8780000,221,221000,115,115000,26.4,125,125000000,959,959000,615,615000,99.3,,,,,,,,,,,,,104,0.981,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X22.2X9SLBB,2L203X102X22.2X9SLBB,98.6,12600,102,,,,,,,,203,,,,,,,22.2,,,,,,,25.3,,,15.5,,9.14,,,,,8.78,8780000,221,221000,115,115000,26.4,134,134000000,1020,1020000,647,647000,103,,,,,,,,,,,,,107,0.982,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X22.2X19SLBB,2L203X102X22.2X19SLBB,98.6,12600,102,,,,,,,,203,,,,,,,22.2,,,,,,,25.3,,,15.5,,9.14,,,,,8.78,8780000,221,221000,115,115000,26.4,144,144000000,1080,1080000,678,678000,107,,,,,,,,,,,,,111,0.984,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X19SLBB,2L203X102X19SLBB,85.4,11000,102,,,,,,,,203,,,,,,,19.1,,,,,,,24.1,,,13.5,,10.7,,,,,7.78,7780000,190,190000,101,101000,26.7,107,107000000,818,818000,526,526000,98.8,,,,,,,,,,,,,103,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X19X9SLBB,2L203X102X19X9SLBB,85.4,11000,102,,,,,,,,203,,,,,,,19.1,,,,,,,24.1,,,13.5,,10.7,,,,,7.78,7780000,190,190000,101,101000,26.7,115,115000000,870,870000,552,552000,102,,,,,,,,,,,,,107,0.981,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X19X19SLBB,2L203X102X19X19SLBB,85.4,11000,102,,,,,,,,203,,,,,,,19.1,,,,,,,24.1,,,13.5,,10.7,,,,,7.78,7780000,190,190000,101,101000,26.7,124,124000000,923,923000,582,582000,106,,,,,,,,,,,,,110,0.983,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X15.9SLBB,2L203X102X15.9SLBB,72,9230,102,,,,,,,,203,,,,,,,15.9,,,,,,,22.9,,,11.4,,12.8,,,,,6.74,6740000,159,159000,85.7,85700,26.9,88.7,88700000,678,678000,436,436000,98,,,,,,,,,,,,,103,0.979,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X15.9X9SLBB,2L203X102X15.9X9SLBB,72,9230,102,,,,,,,,203,,,,,,,15.9,,,,,,,22.9,,,11.4,,12.8,,,,,6.74,6740000,159,159000,85.7,85700,26.9,95.3,95300000,723,723000,459,459000,102,,,,,,,,,,,,,106,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X15.9X19SLBB,2L203X102X15.9X19SLBB,72,9230,102,,,,,,,,203,,,,,,,15.9,,,,,,,22.9,,,11.4,,12.8,,,,,6.74,6740000,159,159000,85.7,85700,26.9,102,102000000,767,767000,482,482000,105,,,,,,,,,,,,,110,0.981,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X14.3SLBB,2L203X102X14.3SLBB,65.2,8390,102,,,,,,,,203,,,,,,,14.3,,,,,,,22.3,,,10.3,,14.2,,,,,6.2,6200000,144,144000,78.2,78200,27.2,80.3,80300000,608,608000,395,395000,97.8,,,,,,,,,,,,,103,0.978,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X14.3X9SLBB,2L203X102X14.3X9SLBB,65.2,8390,102,,,,,,,,203,,,,,,,14.3,,,,,,,22.3,,,10.3,,14.2,,,,,6.2,6200000,144,144000,78.2,78200,27.2,86.2,86200000,649,649000,415,415000,101,,,,,,,,,,,,,106,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X14.3X19SLBB,2L203X102X14.3X19SLBB,65.2,8390,102,,,,,,,,203,,,,,,,14.3,,,,,,,22.3,,,10.3,,14.2,,,,,6.2,6200000,144,144000,78.2,78200,27.2,92.4,92400000,688,688000,434,434000,105,,,,,,,,,,,,,109,0.981,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X12.7SLBB,2L203X102X12.7SLBB,58.4,7480,102,,,,,,,,203,,,,,,,12.7,,,,,,,21.7,,,9.22,,16,,,,,5.62,5620000,128,128000,70.3,70300,27.4,70.8,70800000,539,539000,347,347000,97.3,,,,,,,,,,,,,102,0.978,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X12.7X9SLBB,2L203X102X12.7X9SLBB,58.4,7480,102,,,,,,,,203,,,,,,,12.7,,,,,,,21.7,,,9.22,,16,,,,,5.62,5620000,128,128000,70.3,70300,27.4,76.2,76200000,575,575000,367,367000,101,,,,,,,,,,,,,106,0.979,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X12.7X19SLBB,2L203X102X12.7X19SLBB,58.4,7480,102,,,,,,,,203,,,,,,,12.7,,,,,,,21.7,,,9.22,,16,,,,,5.62,5620000,128,128000,70.3,70300,27.4,82,82000000,611,611000,385,385000,105,,,,,,,,,,,,,109,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X11.1SLBB,2L203X102X11.1SLBB,51.2,6580,102,,,,,,,,203,,,,,,,11.1,,,,,,,21.1,,,8.1,,18.3,,,,,5.04,5040000,112,112000,62.4,62400,27.7,62,62000000,470,470000,305,305000,97,,,,,,,,,,,,,102,0.977,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X11.1X9SLBB,2L203X102X11.1X9SLBB,51.2,6580,102,,,,,,,,203,,,,,,,11.1,,,,,,,21.1,,,8.1,,18.3,,,,,5.04,5040000,112,112000,62.4,62400,27.7,66.6,66600000,501,501000,320,320000,101,,,,,,,,,,,,,105,0.978,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L203X102X11.1X19SLBB,2L203X102X11.1X19SLBB,51.2,6580,102,,,,,,,,203,,,,,,,11.1,,,,,,,21.1,,,8.1,,18.3,,,,,5.04,5040000,112,112000,62.4,62400,27.7,71.2,71200000,534,534000,334,334000,104,,,,,,,,,,,,,109,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L178X102X19SLBB,2L178X102X19SLBB,77.6,10000,102,,,,,,,,178,,,,,,,19.1,,,,,,,25.4,,,14,,9.33,,,,,7.49,7490000,184,184000,98.5,98500,27.4,72,72000000,634,634000,405,405000,84.8,,,,,,,,,,,,,90.7,0.969,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L178X102X19X9SLBB,2L178X102X19X9SLBB,77.6,10000,102,,,,,,,,178,,,,,,,19.1,,,,,,,25.4,,,14,,9.33,,,,,7.49,7490000,184,184000,98.5,98500,27.4,78.3,78300000,682,682000,429,429000,88.4,,,,,,,,,,,,,94,0.971,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L178X102X19X19SLBB,2L178X102X19X19SLBB,77.6,10000,102,,,,,,,,178,,,,,,,19.1,,,,,,,25.4,,,14,,9.33,,,,,7.49,7490000,184,184000,98.5,98500,27.4,84.9,84900000,729,729000,454,454000,92.2,,,,,,,,,,,,,97.5,0.973,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L178X102X15.9SLBB,2L178X102X15.9SLBB,65.4,8390,102,,,,,,,,178,,,,,,,15.9,,,,,,,24.3,,,11.8,,11.2,,,,,6.49,6490000,154,154000,83.9,83900,27.9,59.1,59100000,521,521000,333,333000,84.1,,,,,,,,,,,,,90.2,0.967,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L178X102X15.9X9SLBB,2L178X102X15.9X9SLBB,65.4,8390,102,,,,,,,,178,,,,,,,15.9,,,,,,,24.3,,,11.8,,11.2,,,,,6.49,6490000,154,154000,83.9,83900,27.9,64.9,64900000,562,562000,356,356000,87.9,,,,,,,,,,,,,93.5,0.969,,,,,,,,,,,,,,,,,,,,,,,,
