type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,Ht,h,OD,B,b,tnom,tdes,b/tdes,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw
HSS,HSS355.6X22.2,HSS355.6X22.2,183,21700,,,356,,,22.2,20.7,,,17.2,306000000,2330000,1720000,119,306000000,2330000,1720000,119,612000000,3.42E+15
HSS,HSS355.6X19.0,HSS355.6X19.0,158,18800,,,356,,,19.1,17.7,,,20.1,269000000,2030000,1510000,120,269000000,2030000,1510000,120,537000000,3.02E+15
HSS,HSS355.6X15.9,HSS355.6X15.9,133,15800,,,356,,,15.9,14.8,,,24.1,230000000,1720000,1290000,121,230000000,1720000,1290000,121,458000000,2.59E+15
HSS,HSS355.6X12.7,HSS355.6X12.7,107,12800,,,356,,,12.7,11.8,,,30.1,189000000,1400000,1060000,122,189000000,1400000,1060000,122,378000000,2.13E+15
HSS,HSS355.6X9.5,HSS355.6X9.5,81.3,9680,,,356,,,9.53,8.86,,,40.1,145000000,1070000,816000,123,145000000,1070000,816000,123,291000000,1.64E+15
HSS,HSS355.6X7.9,HSS355.6X7.9,67.9,8060,,,356,,,7.94,7.39,,,48.1,123000000,896000,690000,123,123000000,896000,690000,123,245000000,1.38E+15
HSS,HSS355.6X6.4,HSS355.6X6.4,54.7,6520,,,356,,,6.35,5.92,,,60.1,99500000,724000,559000,124,99500000,724000,559000,124,199000000,1.12E+15
HSS,HSS355.6X4.8,HSS355.6X4.8,41.2,4880,,,356,,,4.78,4.42,,,80.3,75300000,546000,424000,124,75300000,546000,424000,124,151000000,8.47E+14
HSS,HSS340.36X15.9,HSS340.36X15.9,127,15100,,,340,,,15.9,14.8,,,23,199000000,1560000,1170000,115,199000000,1560000,1170000,115,399000000,2.34E+15
HSS,HSS340.36X12.7,HSS340.36X12.7,102,12200,,,340,,,12.7,11.8,,,28.8,164000000,1270000,964000,116,164000000,1270000,964000,116,328000000,1.92E+15
HSS,HSS340.36X9.5,HSS340.36X9.5,77.5,9230,,,340,,,9.53,8.86,,,38.4,126000000,970000,742000,117,126000000,970000,742000,117,252000000,1.48E+15
HSS,HSS340.36X7.9,HSS340.36X7.9,64.9,7680,,,340,,,7.95,7.39,,,46,107000000,816000,626000,118,107000000,816000,626000,118,213000000,1.25E+15
HSS,HSS340.36X6.4,HSS340.36X6.4,52.2,6190,,,340,,,6.35,5.92,,,57.5,86200000,659000,508000,118,86200000,659000,508000,118,173000000,1.02E+15
HSS,HSS340.36X4.8,HSS340.36X4.8,39.3,4660,,,340,,,4.78,4.42,,,76.7,65800000,498000,387000,119,65800000,498000,387000,119,131000000,7.72E+14
HSS,HSS323.9X19.0,HSS323.9X19.0,143,17000,,,324,,,19.1,17.7,,,18.3,200000000,1660000,1240000,108,200000000,1660000,1240000,108,400000000,2.46E+15
HSS,HSS323.9X15.9,HSS323.9X15.9,121,14300,,,324,,,15.9,14.8,,,21.9,171000000,1410000,1060000,109,171000000,1410000,1060000,109,343000000,2.11E+15
HSS,HSS323.9X12.7,HSS323.9X12.7,97.4,11500,,,324,,,12.7,11.8,,,27.4,141000000,1150000,872000,110,141000000,1150000,872000,110,282000000,1.74E+15
HSS,HSS323.9X9.5,HSS323.9X9.5,73.8,8770,,,324,,,9.53,8.86,,,36.5,109000000,880000,672000,112,109000000,880000,672000,112,218000000,1.35E+15
HSS,HSS323.9X6.4,HSS323.9X6.4,49.7,5910,,,324,,,6.35,5.92,,,54.7,74900000,598000,462000,113,74900000,598000,462000,113,149000000,9.23E+14
HSS,HSS323.9X4.8,HSS323.9X4.8,37.5,4450,,,324,,,4.78,4.42,,,73.1,56600000,452000,351000,113,56600000,452000,351000,113,113000000,7E+14
HSS,HSS304.8X15.9,HSS304.8X15.9,113,13500,,,305,,,15.9,14.8,,,20.6,142000000,1240000,931000,103,142000000,1240000,931000,103,283000000,1.85E+15
HSS,HSS304.8X12.7,HSS304.8X12.7,91.5,10900,,,305,,,12.7,11.8,,,25.8,117000000,1010000,767000,104,117000000,1010000,767000,104,234000000,1.53E+15
HSS,HSS304.8X9.5,HSS304.8X9.5,69.3,8260,,,305,,,9.53,8.86,,,34.4,90300000,777000,592000,105,90300000,777000,592000,105,181000000,1.18E+15
HSS,HSS304.8X6.4,HSS304.8X6.4,46.7,5550,,,305,,,6.35,5.92,,,51.6,62000000,528000,406000,106,62000000,528000,406000,106,124000000,8.13E+14
HSS,HSS299.72X15.9,HSS299.72X15.9,111,13200,,,300,,,15.9,14.8,,,20.2,133000000,1190000,890000,100,133000000,1190000,890000,100,266000000,1.77E+15
HSS,HSS299.72X12.7,HSS299.72X12.7,89.5,10600,,,300,,,12.7,11.8,,,25.3,109000000,972000,733000,101,109000000,972000,733000,101,219000000,1.46E+15
HSS,HSS299.72X9.5,HSS299.72X9.5,67.9,8060,,,300,,,9.53,8.86,,,33.7,84500000,742000,567000,102,84500000,742000,567000,102,169000000,1.13E+15
HSS,HSS299.72X8.6,HSS299.72X8.6,61.2,7290,,,300,,,8.56,7.95,,,37.5,76600000,672000,515000,103,76600000,672000,515000,103,153000000,1.03E+15
HSS,HSS299.72X6.4,HSS299.72X6.4,45.7,5430,,,300,,,6.35,5.92,,,50.5,58300000,505000,390000,103,58300000,505000,390000,103,116000000,7.78E+14
HSS,HSS273.1X15.9,HSS273.1X15.9,101,12000,,,273,,,15.9,14.8,,,18.5,100000000,987000,734000,91.4,100000000,987000,734000,91.4,201000000,1.46E+15
HSS,HSS273.1X12.7,HSS273.1X12.7,81.5,9680,,,273,,,12.7,11.8,,,23.1,82800000,806000,606000,92.5,82800000,806000,606000,92.5,166000000,1.21E+15
HSS,HSS273.1X9.5,HSS273.1X9.5,61.9,7350,,,273,,,9.53,8.86,,,30.8,64100000,619000,470000,93.5,64100000,619000,470000,93.5,129000000,9.41E+14
HSS,HSS273.1X7.9,HSS273.1X7.9,51.9,6160,,,273,,,7.95,7.39,,,37,54500000,521000,398000,94,54500000,521000,398000,94,109000000,7.96E+14
HSS,HSS273.1X6.4,HSS273.1X6.4,41.8,4970,,,273,,,6.35,5.92,,,46.1,44100000,423000,324000,94.5,44100000,423000,324000,94.5,88700000,6.49E+14
HSS,HSS273.1X4.8,HSS273.1X4.8,31.5,3740,,,273,,,4.78,4.42,,,61.6,33700000,320000,247000,95,33700000,320000,247000,95,67400000,4.93E+14
HSS,HSS254X15.9,HSS254X15.9,93.2,11100,,,254,,,15.9,14.8,,,17.2,79500000,846000,628000,84.8,79500000,846000,628000,84.8,159000000,1.26E+15
HSS,HSS254X12.7,HSS254X12.7,75.6,8970,,,254,,,12.7,11.8,,,21.5,66200000,693000,519000,85.9,66200000,693000,519000,85.9,132000000,1.04E+15
HSS,HSS254X9.5,HSS254X9.5,57.4,6840,,,254,,,9.53,8.86,,,28.7,51200000,533000,405000,86.6,51200000,533000,405000,86.6,103000000,8.08E+14
HSS,HSS254X7.9,HSS254X7.9,48.1,5730,,,254,,,7.94,7.39,,,34.4,43700000,449000,342000,87.1,43700000,449000,342000,87.1,87000000,6.87E+14
HSS,HSS254X6.4,HSS254X6.4,38.8,4610,,,254,,,6.35,5.92,,,42.9,35500000,364000,280000,87.6,35500000,364000,280000,87.6,71200000,5.59E+14
HSS,HSS254X4.8,HSS254X4.8,29.3,3460,,,254,,,4.78,4.42,,,57.5,27000000,275000,213000,88.1,27000000,275000,213000,88.1,54100000,4.24E+14
HSS,HSS244.5X15.9,HSS244.5X15.9,89.5,10600,,,244,,,15.9,14.8,,,16.6,70800000,780000,577000,81.3,70800000,780000,577000,81.3,141000000,1.15E+15
HSS,HSS244.5X12.7,HSS244.5X12.7,72.6,8650,,,244,,,12.7,11.8,,,20.7,58700000,639000,479000,82.3,58700000,639000,479000,82.3,117000000,9.59E+14
HSS,HSS244.5X9.5,HSS244.5X9.5,55.2,6580,,,244,,,9.53,8.86,,,27.6,45800000,492000,374000,83.3,45800000,492000,374000,83.3,91200000,7.46E+14
HSS,HSS244.5X7.9,HSS244.5X7.9,46.2,5500,,,244,,,7.94,7.39,,,33.1,38700000,416000,316000,83.8,38700000,416000,316000,83.8,77400000,6.34E+14
HSS,HSS244.5X6.4,HSS244.5X6.4,37.3,4430,,,244,,,6.35,5.92,,,41.3,31600000,338000,259000,84.3,31600000,338000,259000,84.3,63300000,5.16E+14
HSS,HSS244.5X4.8,HSS244.5X4.8,28.2,3340,,,244,,,4.78,4.42,,,55.3,24000000,254000,197000,84.8,24000000,254000,197000,84.8,47900000,3.93E+14
HSS,HSS219.1X15.9,HSS219.1X15.9,79.5,9480,,,219,,,15.9,14.8,,,14.8,49500000,618000,454000,72.4,49500000,618000,454000,72.4,99500000,9.08E+14
HSS,HSS219.1X12.7,HSS219.1X12.7,64.6,7680,,,219,,,12.7,11.8,,,18.5,41600000,508000,379000,73.4,41600000,508000,379000,73.4,82800000,7.57E+14
HSS,HSS219.1X9.5,HSS219.1X9.5,49.2,5850,,,219,,,9.53,8.86,,,24.7,32400000,392000,295000,74.4,32400000,392000,295000,74.4,64900000,5.92E+14
HSS,HSS219.1X8.2,HSS219.1X8.2,42.5,5060,,,219,,,8.18,7.62,,,28.8,28300000,341000,259000,74.9,28300000,341000,259000,74.9,56600000,5.18E+14
HSS,HSS219.1X6.4,HSS219.1X6.4,33.3,3960,,,219,,,6.35,5.92,,,37,22500000,269000,205000,75.4,22500000,269000,205000,75.4,45000000,4.11E+14
HSS,HSS219.1X4.8,HSS219.1X4.8,25.2,2980,,,219,,,4.78,4.42,,,49.6,17200000,203000,157000,75.9,17200000,203000,157000,75.9,34300000,3.13E+14
HSS,HSS190.5X12.7,HSS190.5X12.7,55.7,6650,,,191,,,12.7,11.8,,,16.1,26600000,377000,279000,63.2,26600000,377000,279000,63.2,53300000,5.59E+14
HSS,HSS190.5X9.5,HSS190.5X9.5,42.5,5060,,,191,,,9.53,8.86,,,21.5,20900000,293000,220000,64.3,20900000,293000,220000,64.3,41600000,4.39E+14
HSS,HSS190.5X7.9,HSS190.5X7.9,35.7,4250,,,191,,,7.94,7.39,,,25.8,17900000,247000,187000,64.8,17900000,247000,187000,64.8,35700000,3.75E+14
HSS,HSS190.5X6.4,HSS190.5X6.4,28.8,3430,,,191,,,6.35,5.92,,,32.2,14700000,202000,154000,65.3,14700000,202000,154000,65.3,29300000,3.06E+14
HSS,HSS190.5X4.8,HSS190.5X4.8,21.9,2580,,,191,,,4.78,4.42,,,43.1,11200000,153000,117000,65.8,11200000,153000,117000,65.8,22400000,2.34E+14
HSS,HSS177.8X12.7,HSS177.8X12.7,51.7,6160,,,178,,,12.7,11.8,,,15.1,21300000,326000,239000,58.9,21300000,326000,239000,58.9,42500000,4.8E+14
HSS,HSS177.8X9.5,HSS177.8X9.5,39.5,4700,,,178,,,9.53,8.86,,,20.1,16800000,254000,190000,59.7,16800000,254000,190000,59.7,33700000,3.79E+14
HSS,HSS177.8X7.9,HSS177.8X7.9,33.2,3950,,,178,,,7.94,7.39,,,24.1,14400000,215000,162000,60.2,14400000,215000,162000,60.2,28800000,3.24E+14
HSS,HSS177.8X6.4,HSS177.8X6.4,26.8,3190,,,178,,,6.35,5.92,,,30,11800000,175000,133000,60.7,11800000,175000,133000,60.7,23600000,2.65E+14
HSS,HSS177.8X4.8,HSS177.8X4.8,20.4,2410,,,178,,,4.78,4.42,,,40.2,9030000,133000,102000,61.2,9030000,133000,102000,61.2,18100000,2.03E+14
HSS,HSS177.8X3.2,HSS177.8X3.2,13.7,1620,,,178,,,3.18,2.95,,,60.3,6200000,90100,69600,61.7,6200000,90100,69600,61.7,12400000,1.39E+14
HSS,HSS174.6X9.5,HSS174.6X9.5,38.8,4620,,,175,,,9.53,8.86,,,19.7,15900000,244000,182000,58.7,15900000,244000,182000,58.7,31800000,3.64E+14
HSS,HSS174.6X7.9,HSS174.6X7.9,32.6,3880,,,175,,,7.94,7.39,,,23.6,13600000,206000,156000,59.2,13600000,206000,156000,59.2,27200000,3.11E+14
HSS,HSS174.6X6.4,HSS174.6X6.4,26.3,3140,,,175,,,6.35,5.92,,,29.5,11200000,169000,128000,59.7,11200000,169000,128000,59.7,22400000,2.56E+14
HSS,HSS174.6X4.8,HSS174.6X4.8,20,2360,,,175,,,4.78,4.42,,,39.5,8570000,128000,98200,60.2,8570000,128000,98200,60.2,17100000,1.97E+14
HSS,HSS168.3X12.7,HSS168.3X12.7,48.7,5810,,,168,,,12.7,11.8,,,14.2,17900000,290000,213000,55.4,17900000,290000,213000,55.4,35800000,4.24E+14
HSS,HSS168.3X11,HSS168.3X11,42.6,5070,,,168,,,11.1,10.2,,,16.5,15900000,256000,188000,55.9,15900000,256000,188000,55.9,31800000,3.79E+14
HSS,HSS168.3X9.5,HSS168.3X9.5,37.3,4440,,,168,,,9.53,8.86,,,19,14200000,226000,169000,56.4,14200000,226000,169000,56.4,28300000,3.36E+14
HSS,HSS168.3X7.9,HSS168.3X7.9,31.3,3740,,,168,,,7.94,7.39,,,22.8,12100000,192000,144000,56.9,12100000,192000,144000,56.9,24200000,2.88E+14
HSS,HSS168.3X7.1,HSS168.3X7.1,28.3,3350,,,168,,,7.11,6.6,,,25.5,11000000,172000,130000,57.2,11000000,172000,130000,57.2,21900000,2.61E+14
HSS,HSS168.3X6.4,HSS168.3X6.4,25.4,3020,,,168,,,6.35,5.92,,,28.4,9950000,156000,118000,57.4,9950000,156000,118000,57.4,19900000,2.36E+14
HSS,HSS168.3X4.8,HSS168.3X4.8,19.2,2280,,,168,,,4.78,4.42,,,38.1,7660000,119000,90800,57.9,7660000,119000,90800,57.9,15300000,1.82E+14
HSS,HSS168.3X3.2,HSS168.3X3.2,12.9,1530,,,168,,,3.18,2.95,,,57.1,5240000,80600,62100,58.4,5240000,80600,62100,58.4,10400000,1.24E+14
HSS,HSS152.4X12.7,HSS152.4X12.7,43.7,5220,,,152,,,12.7,11.8,,,12.9,13000000,234000,170000,49.8,13000000,234000,170000,49.8,26000000,3.41E+14
HSS,HSS152.4X9.5,HSS152.4X9.5,33.6,4000,,,152,,,9.53,8.86,,,17.2,10300000,184000,136000,50.8,10300000,184000,136000,50.8,20700000,2.72E+14
HSS,HSS152.4X7.9,HSS152.4X7.9,28.2,3370,,,152,,,7.94,7.39,,,20.6,8870000,156000,117000,51.3,8870000,156000,117000,51.3,17700000,2.33E+14
HSS,HSS152.4X7.1,HSS152.4X7.1,25.5,3030,,,152,,,7.11,6.6,,,23.1,8030000,140000,106000,51.6,8030000,140000,106000,51.6,16100000,2.11E+14
HSS,HSS152.4X6.4,HSS152.4X6.4,22.9,2720,,,152,,,6.35,5.92,,,25.8,7330000,127000,96000,51.8,7330000,127000,96000,51.8,14700000,1.92E+14
HSS,HSS152.4X4.8,HSS152.4X4.8,17.4,2050,,,152,,,4.78,4.42,,,34.5,5620000,96800,73900,52.3,5620000,96800,73900,52.3,11200000,1.48E+14
HSS,HSS152.4X3.2,HSS152.4X3.2,11.7,1380,,,152,,,3.18,2.95,,,51.7,3860000,65900,50600,52.8,3860000,65900,50600,52.8,7740000,1.01E+14
HSS,HSS141.3X12.7,HSS141.3X12.7,40.3,4810,,,141,,,12.7,11.8,,,12,10200000,198000,144000,46,10200000,198000,144000,46,20300000,2.87E+14
HSS,HSS141.3X9.5,HSS141.3X9.5,30.9,3690,,,141,,,9.53,8.86,,,15.9,8120000,156000,115000,47,8120000,156000,115000,47,16200000,2.29E+14
HSS,HSS141.3X6.6,HSS141.3X6.6,21.8,2590,,,141,,,6.55,6.1,,,23.2,5910000,111000,83900,47.8,5910000,111000,83900,47.8,11900000,1.67E+14
HSS,HSS141.3X4.8,HSS141.3X4.8,16.1,1900,,,141,,,4.78,4.42,,,32,4450000,82800,63100,48.5,4450000,82800,63100,48.5,8910000,1.26E+14
HSS,HSS141.3X3.4,HSS141.3X3.4,11.6,1370,,,141,,,3.4,3.15,,,44.9,3260000,60100,46200,48.8,3260000,60100,46200,48.8,6530000,9.24E+13
HSS,HSS139.7X12.7,HSS139.7X12.7,39.8,4750,,,140,,,12.7,11.8,,,11.8,9780000,193000,140000,45.5,9780000,193000,140000,45.5,19600000,2.8E+14
HSS,HSS139.7X9.5,HSS139.7X9.5,30.6,3650,,,140,,,9.53,8.86,,,15.8,7830000,152000,112000,46.5,7830000,152000,112000,46.5,15700000,2.25E+14
HSS,HSS139.7X6.6,HSS139.7X6.6,21.5,2560,,,140,,,6.55,6.1,,,22.9,5700000,109000,81900,47.2,5700000,109000,81900,47.2,11400000,1.64E+14
HSS,HSS127X12.7,HSS127X12.7,35.8,4270,,,127,,,12.7,11.8,,,10.8,7160000,157000,113000,40.9,7160000,157000,113000,40.9,14300000,2.26E+14
HSS,HSS127X9.5,HSS127X9.5,27.6,3290,,,127,,,9.53,8.86,,,14.3,5790000,124000,90900,41.9,5790000,124000,90900,41.9,11500000,1.82E+14
HSS,HSS127X7.9,HSS127X7.9,23.3,2770,,,127,,,7.94,7.39,,,17.2,4990000,106000,78500,42.4,4990000,106000,78500,42.4,9990000,1.57E+14
HSS,HSS127X6.6,HSS127X6.6,19.5,2320,,,127,,,6.55,6.1,,,20.8,4250000,89100,66900,42.9,4250000,89100,66900,42.9,8490000,1.34E+14
HSS,HSS127X6.4,HSS127X6.4,18.9,2250,,,127,,,6.35,5.92,,,21.5,4140000,86900,65100,42.9,4140000,86900,65100,42.9,8280000,1.3E+14
HSS,HSS127X4.8,HSS127X4.8,14.4,1700,,,127,,,4.78,4.42,,,28.7,3200000,66400,50500,43.4,3200000,66400,50500,43.4,6410000,1.01E+14
HSS,HSS127X3.2,HSS127X3.2,9.69,1150,,,127,,,3.18,2.95,,,43.1,2210000,45400,34700,43.9,2210000,45400,34700,43.9,4410000,6.96E+13
HSS,HSS114.3X9.5,HSS114.3X9.5,24.6,2940,,,114,,,9.53,8.86,,,12.9,4110000,98800,71900,37.3,4110000,98800,71900,37.3,8200000,1.44E+14
HSS,HSS114.3X8.6,HSS114.3X8.6,22.3,2660,,,114,,,8.56,7.95,,,14.4,3780000,90100,66000,37.6,3780000,90100,66000,37.6,7530000,1.32E+14
HSS,HSS114.3X6,HSS114.3X6,16.1,1910,,,114,,,6.02,5.59,,,20.5,2830000,66000,49500,38.6,2830000,66000,49500,38.6,5660000,9.9E+13
HSS,HSS114.3X4.8,HSS114.3X4.8,12.9,1520,,,114,,,4.78,4.42,,,25.9,2310000,53400,40300,38.9,2310000,53400,40300,38.9,4620000,8.08E+13
HSS,HSS114.3X3.2,HSS114.3X3.2,8.7,1030,,,114,,,3.18,2.95,,,38.8,1600000,36500,28000,39.4,1600000,36500,28000,39.4,3200000,5.59E+13
HSS,HSS101.6X8,HSS101.6X8,18.4,2190,,,102,,,7.94,7.39,,,13.7,2440000,65700,48000,33.5,2440000,65700,48000,33.5,4870000,9.62E+13
HSS,HSS101.6X6.4,HSS101.6X6.4,14.9,1780,,,102,,,6.35,5.92,,,17.2,2040000,54200,40100,33.8,2040000,54200,40100,33.8,4090000,8.05E+13
HSS,HSS101.6X6,HSS101.6X6,14.2,1680,,,102,,,6.02,5.59,,,18.2,1950000,51600,38300,34,1950000,51600,38300,34,3900000,7.67E+13
HSS,HSS101.6X5.7,HSS101.6X5.7,13.6,1610,,,102,,,5.74,5.33,,,19,1870000,49500,36900,34,1870000,49500,36900,34,3750000,7.37E+13
HSS,HSS101.6X5.6,HSS101.6X5.6,13.2,1570,,,102,,,5.59,5.21,,,19.5,1840000,48500,36200,34,1840000,48500,36200,34,3680000,7.23E+13
HSS,HSS101.6X4.8,HSS101.6X4.8,11.4,1350,,,102,,,4.78,4.42,,,23,1590000,41800,31500,34.3,1590000,41800,31500,34.3,3190000,6.28E+13
HSS,HSS101.6X3.2,HSS101.6X3.2,7.7,916,,,102,,,3.18,2.95,,,34.5,1110000,28700,22000,34.8,1110000,28700,22000,34.8,2220000,4.38E+13
HSS,HSS88.9X8,HSS88.9X8,15.9,1890,,,88.9,,,7.95,7.39,,,12,1590000,49200,35700,29,1590000,49200,35700,29,3170000,7.13E+13
HSS,HSS88.9X7.6,HSS88.9X7.6,15.3,1820,,,88.9,,,7.62,7.09,,,12.5,1540000,47500,34600,29,1540000,47500,34600,29,3070000,6.92E+13
HSS,HSS88.9X6.4,HSS88.9X6.4,12.9,1540,,,88.9,,,6.35,5.92,,,15,1340000,40800,30000,29.5,1340000,40800,30000,29.5,2670000,6E+13
HSS,HSS88.9X5.5,HSS88.9X5.5,11.3,1340,,,88.9,,,5.49,5.11,,,17.4,1180000,35900,26700,29.7,1180000,35900,26700,29.7,2370000,5.33E+13
HSS,HSS88.9X5.2,HSS88.9X5.2,10.6,1270,,,88.9,,,5.16,4.8,,,18.5,1120000,33900,25200,29.7,1120000,33900,25200,29.7,2250000,5.06E+13
HSS,HSS88.9X4.8,HSS88.9X4.8,9.9,1170,,,88.9,,,4.78,4.42,,,20.1,1050000,31600,23600,30,1050000,31600,23600,30,2100000,4.72E+13
HSS,HSS88.9X3.2,HSS88.9X3.2,6.71,794,,,88.9,,,3.18,2.95,,,30.2,737000,21800,16600,30.5,737000,21800,16600,30.5,1470000,3.31E+13
HSS,HSS76.2X6.4,HSS76.2X6.4,10.9,1310,,,76.2,,,6.35,5.92,,,12.9,812000,29300,21300,24.9,812000,29300,21300,24.9,1620000,4.26E+13
HSS,HSS76.2X5.5,HSS76.2X5.5,9.57,1140,,,76.2,,,5.49,5.11,,,14.9,724000,25900,19000,25.2,724000,25900,19000,25.2,1450000,3.8E+13
HSS,HSS76.2X5.2,HSS76.2X5.2,9.03,1080,,,76.2,,,5.16,4.8,,,15.9,691000,24600,18000,25.3,691000,24600,18000,25.3,1380000,3.62E+13
HSS,HSS76.2X4.8,HSS76.2X4.8,8.41,994,,,76.2,,,4.78,4.42,,,17.2,645000,22800,16900,25.4,645000,22800,16900,25.4,1290000,3.38E+13
HSS,HSS76.2X3.9,HSS76.2X3.9,6.89,819,,,76.2,,,3.86,3.58,,,21.3,541000,18800,14200,25.7,541000,18800,14200,25.7,1080000,2.83E+13
HSS,HSS76.2X3.4,HSS76.2X3.4,6.11,723,,,76.2,,,3.4,3.15,,,24.2,483000,16900,12700,25.9,483000,16900,12700,25.9,966000,2.54E+13
HSS,HSS76.2X3.2,HSS76.2X3.2,5.72,677,,,76.2,,,3.18,2.95,,,25.9,454000,15800,12000,25.9,454000,15800,12000,25.9,912000,2.39E+13
HSS,HSS73X6.4,HSS73X6.4,10.4,1250,,,73,,,6.35,5.92,,,12.3,708000,26700,19300,23.8,708000,26700,19300,23.8,1420000,3.88E+13
HSS,HSS73X5.2,HSS73X5.2,8.63,1030,,,73,,,5.16,4.8,,,15.2,604000,22500,16600,24.2,604000,22500,16600,24.2,1200000,3.29E+13
HSS,HSS73X4.8,HSS73X4.8,8.04,955,,,73,,,4.78,4.42,,,16.5,562000,20800,15400,24.3,562000,20800,15400,24.3,1120000,3.08E+13
HSS,HSS73X3.2,HSS73X3.2,5.47,652,,,73,,,3.18,2.95,,,24.8,399000,14500,10900,24.8,399000,14500,10900,24.8,799000,2.18E+13
HSS,HSS63.5X6.4,HSS63.5X6.4,8.95,1070,,,63.5,,,6.35,5.92,,,10.7,450000,19700,14100,20.5,450000,19700,14100,20.5,895000,2.82E+13
HSS,HSS63.5X4.8,HSS63.5X4.8,6.91,819,,,63.5,,,4.78,4.42,,,14.4,360000,15500,11300,21,360000,15500,11300,21,720000,2.26E+13
HSS,HSS63.5X3.2,HSS63.5X3.2,4.72,561,,,63.5,,,3.18,2.95,,,21.6,258000,10800,8110,21.4,258000,10800,8110,21.4,516000,1.62E+13
HSS,HSS60.3X6.4,HSS60.3X6.4,8.45,1010,,,60.3,,,6.35,5.92,,,10.2,379000,17500,12600,19.4,379000,17500,12600,19.4,758000,2.51E+13
HSS,HSS60.3X5.5,HSS60.3X5.5,7.48,897,,,60.3,,,5.54,5.16,,,11.7,343000,15700,11400,19.6,343000,15700,11400,19.6,687000,2.28E+13
HSS,HSS60.3X4.8,HSS60.3X4.8,6.54,774,,,60.3,,,4.78,4.42,,,13.6,305000,13800,10100,19.8,305000,13800,10100,19.8,612000,2.02E+13
HSS,HSS60.3X3.9,HSS60.3X3.9,5.44,645,,,60.3,,,3.91,3.63,,,16.6,261000,11700,8650,20.1,261000,11700,8650,20.1,520000,1.74E+13
HSS,HSS60.3X3.2,HSS60.3X3.2,4.47,531,,,60.3,,,3.18,2.95,,,20.5,219000,9700,7260,20.3,219000,9700,7260,20.3,437000,1.45E+13
HSS,HSS48.3X4.8,HSS48.3X4.8,5.12,608,,,48.3,,,4.78,4.42,,,10.9,148000,8520,6130,15.6,148000,8520,6130,15.6,296000,1.22E+13
HSS,HSS48.3X3.7,HSS48.3X3.7,4.05,483,,,48.3,,,3.68,3.43,,,14.1,122000,6900,5060,15.9,122000,6900,5060,15.9,244000,1.01E+13
HSS,HSS48.3X3.0,HSS48.3X3.0,3.4,403,,,48.3,,,3.05,2.82,,,17.1,104000,5830,4330,16.1,104000,5830,4330,16.1,209000,8.64E+12
HSS,HSS42.2X3.6,HSS42.2X3.6,3.38,403,,,42.2,,,3.56,3.3,,,12.8,76600,5000,3640,13.8,76600,5000,3640,13.8,153000,7.28E+12
