type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,Ht,h,OD,B,b,tnom,tdes,b/tdes,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,C
HSS,HSS20X.250,HSS20.000X0.250,52.78,14.4,,,20,,,0.25,0.23,,,86,705,90.9,70.5,6.99,705,90.9,70.5,6.99,1410,141
HSS,HSS18X1.000,HSS18.000X1.000,181.73,49.9,,,18,,,1,0.93,,,19.4,1820,271,202,6.04,1820,271,202,6.04,3640,403
HSS,HSS18X.875,HSS18.000X0.875,160.19,43.9,,,18,,,0.88,0.81,,,22.1,1630,241,181,6.08,1630,241,181,6.08,3250,360
HSS,HSS18X.750,HSS18.000X0.750,138.3,37.9,,,18,,,0.75,0.7,,,25.8,1420,209,158,6.12,1420,209,158,6.12,2840,315
HSS,HSS18X.625,HSS18.000X0.625,116.09,31.8,,,18,,,0.63,0.58,,,31,1210,176,134,6.16,1210,176,134,6.16,2420,268
HSS,HSS18X.500,HSS18.000X0.500,93.54,25.6,,,18,,,0.5,0.47,,,38.7,985,143,109,6.2,985,143,109,6.2,1970,219
HSS,HSS18X.375,HSS18.000X0.375,70.66,19.4,,,18,,,0.38,0.35,,,51.6,754,109,83.8,6.24,754,109,83.8,6.24,1510,168
HSS,HSS18X.313,HSS18.000X0.313,59.09,16.2,,,18,,,0.31,0.29,,,61.9,634,91.2,70.4,6.26,634,91.2,70.4,6.26,1270,141
HSS,HSS18X.250,HSS18.000X0.250,47.44,13,,,18,,,0.25,0.23,,,77.4,512,73.4,56.9,6.28,512,73.4,56.9,6.28,1020,114
HSS,HSS16X1.000,HSS16.000X1.000,160.35,44,,,16,,,1,0.93,,,17.2,1250,211,157,5.34,1250,211,157,5.34,2510,312
HSS,HSS16X.875,HSS16.000X0.875,141.48,38.8,,,16,,,0.88,0.81,,,19.7,1120,188,140,5.38,1120,188,140,5.38,2240,279
HSS,HSS16X.750,HSS16.000X0.750,122.27,33.5,,,16,,,0.75,0.7,,,22.9,984,163,123,5.42,984,163,123,5.42,1970,245
HSS,HSS16X.625,HSS16.000X0.625,103,28.1,,,16,,,0.63,0.58,,,27.5,838,138,105,5.46,838,138,105,5.46,1680,209
HSS,HSS16X.500,HSS16.000X0.500,82.85,22.7,,,16,,,0.5,0.47,,,34.4,685,112,85.7,5.49,685,112,85.7,5.49,1370,171
HSS,HSS16X.438,HSS16.000X0.438,72.87,19.9,,,16,,,0.44,0.41,,,39.3,606,99,75.8,5.51,606,99,75.8,5.51,1210,152
HSS,HSS16X.375,HSS16.000X0.375,62.64,17.2,,,16,,,0.38,0.35,,,45.8,526,85.5,65.7,5.53,526,85.5,65.7,5.53,1050,131
HSS,HSS16X.312,HSS16.000X0.312,52.32,14.4,,,16,,,0.31,0.29,,,55,443,71.8,55.4,5.55,443,71.8,55.4,5.55,886,111
HSS,HSS16X.250,HSS16.000X0.250,42.09,11.5,,,16,,,0.25,0.23,,,68.7,359,57.9,44.8,5.58,359,57.9,44.8,5.58,717,89.7
HSS,HSS14X1.000,HSS14.000X1.000,138.97,38.2,,,14,,,1,0.93,,,15.1,820,159,117,4.63,820,159,117,4.63,1640,232
HSS,HSS14X.875,HSS14.000X0.875,122.77,33.7,,,14,,,0.88,0.81,,,17.2,735,142,105,4.67,735,142,105,4.67,1470,209
HSS,HSS14X.750,HSS14.000X0.750,106.23,29.1,,,14,,,0.75,0.7,,,20.1,647,124,92.4,4.71,647,124,92.4,4.71,1290,184
HSS,HSS14X.625,HSS14.000X0.625,89.36,24.5,,,14,,,0.63,0.58,,,24.1,552,105,78.9,4.75,552,105,78.9,4.75,1100,158
HSS,HSS14X.500,HSS14.000X0.500,72.16,19.8,,,14,,,0.5,0.47,,,30.1,453,85.2,64.8,4.79,453,85.2,64.8,4.79,907,130
HSS,HSS14X.375,HSS14.000X0.375,54.62,15,,,14,,,0.38,0.35,,,40.1,349,65.1,49.8,4.83,349,65.1,49.8,4.83,698,100
HSS,HSS14X.312,HSS14.000X0.312,45.65,12.5,,,14,,,0.31,0.29,,,48.1,295,54.7,42.1,4.85,295,54.7,42.1,4.85,589,84.2
HSS,HSS14X.250,HSS14.000X0.250,36.75,10.1,,,14,,,0.25,0.23,,,60.1,239,44.2,34.1,4.87,239,44.2,34.1,4.87,478,68.2
HSS,HSS14X.188,HSS14.000X0.188,27.69,7.57,,,14,,,0.19,0.17,,,80.3,181,33.3,25.9,4.89,181,33.3,25.9,4.89,362,51.7
HSS,HSS13.375X.625,HSS13.375X0.625,85.19,23.4,,,13.4,,,0.63,0.58,,,23,479,95.2,71.6,4.53,479,95.2,71.6,4.53,958,143
HSS,HSS13.375X.500,HSS13.375X0.500,68.82,18.9,,,13.4,,,0.5,0.47,,,28.8,393,77.5,58.8,4.57,393,77.5,58.8,4.57,787,117
HSS,HSS13.375X.375,HSS13.375X0.375,52.11,14.3,,,13.4,,,0.38,0.35,,,38.4,303,59.2,45.3,4.61,303,59.2,45.3,4.61,606,90.5
HSS,HSS13.375X.313,HSS13.375X0.313,43.64,11.9,,,13.4,,,0.31,0.29,,,46,256,49.8,38.2,4.63,256,49.8,38.2,4.63,512,76.4
HSS,HSS13.375X.250,HSS13.375X0.250,35.08,9.6,,,13.4,,,0.25,0.23,,,57.5,207,40.2,31,4.65,207,40.2,31,4.65,415,62
HSS,HSS13.375X.188,HSS13.375X0.188,26.43,7.23,,,13.4,,,0.19,0.17,,,76.7,158,30.4,23.6,4.67,158,30.4,23.6,4.67,315,47.1
HSS,HSS12.75X.750,HSS12.750X0.750,96.21,26.4,,,12.8,,,0.75,0.7,,,18.3,481,101,75.5,4.27,481,101,75.5,4.27,962,150
HSS,HSS12.75X.625,HSS12.750X0.625,81.01,22.2,,,12.8,,,0.63,0.58,,,21.9,412,86.1,64.7,4.31,412,86.1,64.7,4.31,824,129
HSS,HSS12.75X.500,HSS12.750X0.500,65.48,17.9,,,12.8,,,0.5,0.47,,,27.4,339,70.2,53.2,4.35,339,70.2,53.2,4.35,678,106
HSS,HSS12.75X.375,HSS12.750X0.375,49.61,13.6,,,12.8,,,0.38,0.35,,,36.5,262,53.7,41,4.39,262,53.7,41,4.39,523,82.1
HSS,HSS12.75X.250,HSS12.750X0.250,33.41,9.16,,,12.8,,,0.25,0.23,,,54.7,180,36.5,28.2,4.43,180,36.5,28.2,4.43,359,56.3
HSS,HSS12.75X.188,HSS12.750X0.188,25.18,6.89,,,12.8,,,0.19,0.17,,,73.1,136,27.6,21.4,4.45,136,27.6,21.4,4.45,272,42.7
HSS,HSS12X.625,HSS12.000X0.625,76,20.9,,,12,,,0.63,0.58,,,20.6,341,75.9,56.8,4.04,341,75.9,56.8,4.04,681,113
HSS,HSS12X.500,HSS12.000X0.500,61.47,16.9,,,12,,,0.5,0.47,,,25.8,281,61.9,46.8,4.08,281,61.9,46.8,4.08,561,93.3
HSS,HSS12X.375,HSS12.000X0.375,46.6,12.8,,,12,,,0.38,0.35,,,34.4,217,47.4,36.1,4.12,217,47.4,36.1,4.12,434,72.2
HSS,HSS12X.250,HSS12.000X0.250,31.4,8.6,,,12,,,0.25,0.23,,,51.6,149,32.2,24.8,4.16,149,32.2,24.8,4.16,298,49.6
HSS,HSS11.75X.625,HSS11.750X0.625,74.33,20.4,,,11.8,,,0.63,0.58,,,20.2,319,72.6,54.3,3.95,319,72.6,54.3,3.95,638,108
HSS,HSS11.75X.500,HSS11.750X0.500,60.13,16.5,,,11.8,,,0.5,0.47,,,25.3,263,59.3,44.7,3.99,263,59.3,44.7,3.99,526,89.2
HSS,HSS11.75X.375,HSS11.750X0.375,45.6,12.5,,,11.8,,,0.38,0.35,,,33.7,203,45.3,34.6,4.03,203,45.3,34.6,4.03,406,69
HSS,HSS11.75X.337,HSS11.750X0.337,41.12,11.3,,,11.8,,,0.34,0.31,,,37.5,184,41,31.4,4.04,184,41,31.4,4.04,368,62.6
HSS,HSS11.75X.250,HSS11.750X0.250,30.73,8.41,,,11.8,,,0.25,0.23,,,50.5,140,30.8,23.8,4.07,140,30.8,23.8,4.07,279,47.5
HSS,HSS10.75X.625,HSS10.750X0.625,67.65,18.6,,,10.8,,,0.63,0.58,,,18.5,241,60.2,44.8,3.6,241,60.2,44.8,3.6,482,89.1
HSS,HSS10.75X.500,HSS10.750X0.500,54.79,15,,,10.8,,,0.5,0.47,,,23.1,199,49.2,37,3.64,199,49.2,37,3.64,398,74.1
HSS,HSS10.75X.375,HSS10.750X0.375,41.59,11.4,,,10.8,,,0.38,0.35,,,30.8,154,37.8,28.7,3.68,154,37.8,28.7,3.68,309,57.4
HSS,HSS10.75X.313,HSS10.750X0.313,34.87,9.55,,,10.8,,,0.31,0.29,,,37,131,31.8,24.3,3.7,131,31.8,24.3,3.7,261,48.6
HSS,HSS10.75X.250,HSS10.750X0.250,28.06,7.7,,,10.8,,,0.25,0.23,,,46.1,106,25.8,19.8,3.72,106,25.8,19.8,3.72,213,39.6
HSS,HSS10.75X.188,HSS10.750X0.188,21.17,5.79,,,10.8,,,0.19,0.17,,,61.6,81,19.5,15.1,3.74,81,19.5,15.1,3.74,162,30.1
HSS,HSS10X.625,HSS10.000X0.625,62.64,17.2,,,10,,,0.63,0.58,,,17.2,191,51.6,38.3,3.34,191,51.6,38.3,3.34,383,76.6
HSS,HSS10X.500,HSS10.000X0.500,50.78,13.9,,,10,,,0.5,0.47,,,21.5,159,42.3,31.7,3.38,159,42.3,31.7,3.38,317,63.5
HSS,HSS10X.375,HSS10.000X0.375,38.58,10.6,,,10,,,0.38,0.35,,,28.7,123,32.5,24.7,3.41,123,32.5,24.7,3.41,247,49.3
HSS,HSS10X.312,HSS10.000X0.312,32.31,8.88,,,10,,,0.31,0.29,,,34.4,105,27.4,20.9,3.43,105,27.4,20.9,3.43,209,41.9
HSS,HSS10X.250,HSS10.000X0.250,26.06,7.15,,,10,,,0.25,0.23,,,42.9,85.3,22.2,17.1,3.45,85.3,22.2,17.1,3.45,171,34.1
HSS,HSS10X.188,HSS10.000X0.188,19.72,5.37,,,10,,,0.19,0.17,,,57.5,64.8,16.8,13,3.47,64.8,16.8,13,3.47,130,25.9
HSS,HSS9.625X.625,HSS9.625X0.625,60.13,16.5,,,9.63,,,0.63,0.58,,,16.6,170,47.6,35.2,3.2,170,47.6,35.2,3.2,339,70
HSS,HSS9.625X.500,HSS9.625X0.500,48.77,13.4,,,9.63,,,0.5,0.47,,,20.7,141,39,29.2,3.24,141,39,29.2,3.24,281,58.5
HSS,HSS9.625X.375,HSS9.625X0.375,37.08,10.2,,,9.63,,,0.38,0.35,,,27.6,110,30,22.8,3.28,110,30,22.8,3.28,219,45.5
HSS,HSS9.625X.312,HSS9.625X0.312,31.06,8.53,,,9.63,,,0.31,0.29,,,33.1,93,25.4,19.3,3.3,93,25.4,19.3,3.3,186,38.7
HSS,HSS9.625X.250,HSS9.625X0.250,25.06,6.87,,,9.63,,,0.25,0.23,,,41.3,75.9,20.6,15.8,3.32,75.9,20.6,15.8,3.32,152,31.5
HSS,HSS9.625X.188,HSS9.625X0.188,18.97,5.17,,,9.63,,,0.19,0.17,,,55.3,57.7,15.5,12,3.34,57.7,15.5,12,3.34,115,24
HSS,HSS8.625X.625,HSS8.625X0.625,53.45,14.7,,,8.63,,,0.63,0.58,,,14.8,119,37.7,27.7,2.85,119,37.7,27.7,2.85,239,55.4
HSS,HSS8.625X.500,HSS8.625X0.500,43.43,11.9,,,8.63,,,0.5,0.47,,,18.5,100,31,23.1,2.89,100,31,23.1,2.89,199,46.2
HSS,HSS8.625X.375,HSS8.625X0.375,33.07,9.07,,,8.63,,,0.38,0.35,,,24.7,77.8,23.9,18,2.93,77.8,23.9,18,2.93,156,36.1
HSS,HSS8.625X.322,HSS8.625X0.322,28.58,7.85,,,8.63,,,0.32,0.3,,,28.8,68.1,20.8,15.8,2.95,68.1,20.8,15.8,2.95,136,31.6
HSS,HSS8.625X.250,HSS8.625X0.250,22.38,6.14,,,8.63,,,0.25,0.23,,,37,54.1,16.4,12.5,2.97,54.1,16.4,12.5,2.97,108,25.1
HSS,HSS8.625X.188,HSS8.625X0.188,16.96,4.62,,,8.63,,,0.19,0.17,,,49.6,41.3,12.4,9.57,2.99,41.3,12.4,9.57,2.99,82.5,19.1
HSS,HSS7.5X.500,HSS7.500X0.500,37.42,10.3,,,7.5,,,0.5,0.47,,,16.1,63.9,23,17,2.49,63.9,23,17,2.49,128,34.1
HSS,HSS7.5X.375,HSS7.500X0.375,28.56,7.84,,,7.5,,,0.38,0.35,,,21.5,50.2,17.9,13.4,2.53,50.2,17.9,13.4,2.53,100,26.8
HSS,HSS7.5X.312,HSS7.500X0.312,23.97,6.59,,,7.5,,,0.31,0.29,,,25.8,42.9,15.1,11.4,2.55,42.9,15.1,11.4,2.55,85.8,22.9
HSS,HSS7.5X.250,HSS7.500X0.250,19.38,5.32,,,7.5,,,0.25,0.23,,,32.2,35.2,12.3,9.37,2.57,35.2,12.3,9.37,2.57,70.3,18.7
HSS,HSS7.5X.188,HSS7.500X0.188,14.7,4,,,7.5,,,0.19,0.17,,,43.1,26.9,9.34,7.17,2.59,26.9,9.34,7.17,2.59,53.8,14.3
HSS,HSS7X.500,HSS7.000X0.500,34.74,9.55,,,7,,,0.5,0.47,,,15.1,51.2,19.9,14.6,2.32,51.2,19.9,14.6,2.32,102,29.3
HSS,HSS7X.375,HSS7.000X0.375,26.56,7.29,,,7,,,0.38,0.35,,,20.1,40.4,15.5,11.6,2.35,40.4,15.5,11.6,2.35,80.9,23.1
HSS,HSS7X.312,HSS7.000X0.312,22.31,6.13,,,7,,,0.31,0.29,,,24.1,34.6,13.1,9.88,2.37,34.6,13.1,9.88,2.37,69.1,19.8
HSS,HSS7X.250,HSS7.000X0.250,18.04,4.95,,,7,,,0.25,0.23,,,30,28.4,10.7,8.11,2.39,28.4,10.7,8.11,2.39,56.8,16.2
HSS,HSS7X.188,HSS7.000X0.188,13.69,3.73,,,7,,,0.19,0.17,,,40.2,21.7,8.11,6.21,2.41,21.7,8.11,6.21,2.41,43.5,12.4
HSS,HSS7X.125,HSS7.000X0.125,9.19,2.51,,,7,,,0.13,0.12,,,60.3,14.9,5.5,4.25,2.43,14.9,5.5,4.25,2.43,29.7,8.49
HSS,HSS6.875X.375,HSS6.875X0.375,26.06,7.16,,,6.88,,,0.38,0.35,,,19.7,38.2,14.9,11.1,2.31,38.2,14.9,11.1,2.31,76.4,22.2
HSS,HSS6.875X.312,HSS6.875X0.312,21.89,6.02,,,6.88,,,0.31,0.29,,,23.6,32.7,12.6,9.51,2.33,32.7,12.6,9.51,2.33,65.4,19
HSS,HSS6.875X.250,HSS6.875X0.250,17.71,4.86,,,6.88,,,0.25,0.23,,,29.5,26.8,10.3,7.81,2.35,26.8,10.3,7.81,2.35,53.7,15.6
HSS,HSS6.875X.188,HSS6.875X0.188,13.44,3.66,,,6.88,,,0.19,0.17,,,39.5,20.6,7.81,5.99,2.37,20.6,7.81,5.99,2.37,41.1,12
HSS,HSS6.625X.500,HSS6.625X0.500,32.74,9,,,6.63,,,0.5,0.47,,,14.2,42.9,17.7,13,2.18,42.9,17.7,13,2.18,85.9,25.9
HSS,HSS6.625X.432,HSS6.625X0.432,28.6,7.86,,,6.63,,,0.43,0.4,,,16.5,38.2,15.6,11.5,2.2,38.2,15.6,11.5,2.2,76.4,23.1
HSS,HSS6.625X.375,HSS6.625X0.375,25.06,6.88,,,6.63,,,0.38,0.35,,,19,34,13.8,10.3,2.22,34,13.8,10.3,2.22,68,20.5
HSS,HSS6.625X.312,HSS6.625X0.312,21.06,5.79,,,6.63,,,0.31,0.29,,,22.8,29.1,11.7,8.79,2.24,29.1,11.7,8.79,2.24,58.2,17.6
HSS,HSS6.625X.280,HSS6.625X0.280,18.99,5.2,,,6.63,,,0.28,0.26,,,25.5,26.4,10.5,7.96,2.25,26.4,10.5,7.96,2.25,52.7,15.9
HSS,HSS6.625X.250,HSS6.625X0.250,17.04,4.68,,,6.63,,,0.25,0.23,,,28.4,23.9,9.52,7.22,2.26,23.9,9.52,7.22,2.26,47.9,14.4
HSS,HSS6.625X.188,HSS6.625X0.188,12.94,3.53,,,6.63,,,0.19,0.17,,,38.1,18.4,7.24,5.54,2.28,18.4,7.24,5.54,2.28,36.7,11.1
HSS,HSS6.625X.125,HSS6.625X0.125,8.69,2.37,,,6.63,,,0.13,0.12,,,57.1,12.6,4.92,3.79,2.3,12.6,4.92,3.79,2.3,25.1,7.59
HSS,HSS6X.500,HSS6.000X0.500,29.4,8.09,,,6,,,0.5,0.47,,,12.9,31.2,14.3,10.4,1.96,31.2,14.3,10.4,1.96,62.4,20.8
HSS,HSS6X.375,HSS6.000X0.375,22.55,6.2,,,6,,,0.38,0.35,,,17.2,24.8,11.2,8.28,2,24.8,11.2,8.28,2,49.7,16.6
HSS,HSS6X.312,HSS6.000X0.312,18.97,5.22,,,6,,,0.31,0.29,,,20.6,21.3,9.49,7.11,2.02,21.3,9.49,7.11,2.02,42.6,14.2
HSS,HSS6X.280,HSS6.000X0.280,17.12,4.69,,,6,,,0.28,0.26,,,23.1,19.3,8.57,6.45,2.03,19.3,8.57,6.45,2.03,38.7,12.9
HSS,HSS6X.250,HSS6.000X0.250,15.37,4.22,,,6,,,0.25,0.23,,,25.8,17.6,7.75,5.86,2.04,17.6,7.75,5.86,2.04,35.2,11.7
HSS,HSS6X.188,HSS6.000X0.188,11.68,3.18,,,6,,,0.19,0.17,,,34.5,13.5,5.91,4.51,2.06,13.5,5.91,4.51,2.06,27,9.02
HSS,HSS6X.125,HSS6.000X0.125,7.85,2.14,,,6,,,0.13,0.12,,,51.7,9.28,4.02,3.09,2.08,9.28,4.02,3.09,2.08,18.6,6.19
HSS,HSS5.563X.500,HSS5.563X0.500,27.06,7.45,,,5.56,,,0.5,0.47,,,12,24.4,12.1,8.77,1.81,24.4,12.1,8.77,1.81,48.8,17.5
HSS,HSS5.563X.375,HSS5.563X0.375,20.8,5.72,,,5.56,,,0.38,0.35,,,15.9,19.5,9.5,7.02,1.85,19.5,9.5,7.02,1.85,39,14
HSS,HSS5.563X.258,HSS5.563X0.258,14.63,4.01,,,5.56,,,0.26,0.24,,,23.2,14.2,6.8,5.12,1.88,14.2,6.8,5.12,1.88,28.5,10.2
HSS,HSS5.563X.188,HSS5.563X0.188,10.8,2.95,,,5.56,,,0.19,0.17,,,32,10.7,5.05,3.85,1.91,10.7,5.05,3.85,1.91,21.4,7.7
HSS,HSS5.563X.134,HSS5.563X0.134,7.78,2.12,,,5.56,,,0.13,0.12,,,44.9,7.84,3.67,2.82,1.92,7.84,3.67,2.82,1.92,15.7,5.64
HSS,HSS5.5X.500,HSS5.500X0.500,26.73,7.36,,,5.5,,,0.5,0.47,,,11.8,23.5,11.8,8.55,1.79,23.5,11.8,8.55,1.79,47,17.1
HSS,HSS5.5X.375,HSS5.500X0.375,20.55,5.65,,,5.5,,,0.38,0.35,,,15.8,18.8,9.27,6.84,1.83,18.8,9.27,6.84,1.83,37.6,13.7
HSS,HSS5.5X.258,HSS5.500X0.258,14.46,3.97,,,5.5,,,0.26,0.24,,,22.9,13.7,6.64,5,1.86,13.7,6.64,5,1.86,27.5,10
HSS,HSS5X.500,HSS5.000X0.500,24.05,6.62,,,5,,,0.5,0.47,,,10.8,17.2,9.6,6.88,1.61,17.2,9.6,6.88,1.61,34.4,13.8
HSS,HSS5X.375,HSS5.000X0.375,18.54,5.1,,,5,,,0.38,0.35,,,14.3,13.9,7.56,5.55,1.65,13.9,7.56,5.55,1.65,27.7,11.1
HSS,HSS5X.312,HSS5.000X0.312,15.64,4.3,,,5,,,0.31,0.29,,,17.2,12,6.46,4.79,1.67,12,6.46,4.79,1.67,24,9.58
HSS,HSS5X.258,HSS5.000X0.258,13.08,3.59,,,5,,,0.26,0.24,,,20.8,10.2,5.44,4.08,1.69,10.2,5.44,4.08,1.69,20.4,8.15
HSS,HSS5X.250,HSS5.000X0.250,12.69,3.49,,,5,,,0.25,0.23,,,21.5,9.94,5.3,3.97,1.69,9.94,5.3,3.97,1.69,19.9,7.95
HSS,HSS5X.188,HSS5.000X0.188,9.67,2.64,,,5,,,0.19,0.17,,,28.7,7.69,4.05,3.08,1.71,7.69,4.05,3.08,1.71,15.4,6.15
HSS,HSS5X.125,HSS5.000X0.125,6.51,1.78,,,5,,,0.13,0.12,,,43.1,5.31,2.77,2.12,1.73,5.31,2.77,2.12,1.73,10.6,4.25
HSS,HSS4.5X.375,HSS4.500X0.375,16.54,4.55,,,4.5,,,0.38,0.35,,,12.9,9.87,6.03,4.39,1.47,9.87,6.03,4.39,1.47,19.7,8.78
HSS,HSS4.5X.337,HSS4.500X0.337,15,4.12,,,4.5,,,0.34,0.31,,,14.4,9.07,5.5,4.03,1.48,9.07,5.5,4.03,1.48,18.1,8.06
HSS,HSS4.5X.237,HSS4.500X0.237,10.8,2.96,,,4.5,,,0.24,0.22,,,20.5,6.79,4.03,3.02,1.52,6.79,4.03,3.02,1.52,13.6,6.04
HSS,HSS4.5X.188,HSS4.500X0.188,8.67,2.36,,,4.5,,,0.19,0.17,,,25.9,5.54,3.26,2.46,1.53,5.54,3.26,2.46,1.53,11.1,4.93
HSS,HSS4.5X.125,HSS4.500X0.125,5.85,1.6,,,4.5,,,0.13,0.12,,,38.8,3.84,2.23,1.71,1.55,3.84,2.23,1.71,1.55,7.68,3.41
HSS,HSS4X.313,HSS4.000X0.313,12.34,3.39,,,4,,,0.31,0.29,,,13.7,5.87,4.01,2.93,1.32,5.87,4.01,2.93,1.32,11.7,5.87
HSS,HSS4X.250,HSS4.000X0.250,10,2.76,,,4,,,0.25,0.23,,,17.2,4.91,3.31,2.45,1.33,4.91,3.31,2.45,1.33,9.82,4.91
HSS,HSS4X.237,HSS4.000X0.237,9.53,2.61,,,4,,,0.24,0.22,,,18.2,4.68,3.15,2.34,1.34,4.68,3.15,2.34,1.34,9.36,4.68
HSS,HSS4X.226,HSS4.000X0.226,9.12,2.5,,,4,,,0.23,0.21,,,19,4.5,3.02,2.25,1.34,4.5,3.02,2.25,1.34,9.01,4.5
HSS,HSS4X.220,HSS4.000X0.220,8.89,2.44,,,4,,,0.22,0.21,,,19.5,4.41,2.96,2.21,1.34,4.41,2.96,2.21,1.34,8.83,4.41
HSS,HSS4X.188,HSS4.000X0.188,7.66,2.09,,,4,,,0.19,0.17,,,23,3.83,2.55,1.92,1.35,3.83,2.55,1.92,1.35,7.67,3.83
HSS,HSS4X.125,HSS4.000X0.125,5.18,1.42,,,4,,,0.13,0.12,,,34.5,2.67,1.75,1.34,1.37,2.67,1.75,1.34,1.37,5.34,2.67
HSS,HSS3.5X.313,HSS3.500X0.313,10.66,2.93,,,3.5,,,0.31,0.29,,,12,3.81,3,2.18,1.14,3.81,3,2.18,1.14,7.61,4.35
HSS,HSS3.5X.300,HSS3.500X0.300,10.26,2.82,,,3.5,,,0.3,0.28,,,12.5,3.69,2.9,2.11,1.14,3.69,2.9,2.11,1.14,7.38,4.22
HSS,HSS3.5X.250,HSS3.500X0.250,8.69,2.39,,,3.5,,,0.25,0.23,,,15,3.21,2.49,1.83,1.16,3.21,2.49,1.83,1.16,6.41,3.66
HSS,HSS3.5X.216,HSS3.500X0.216,7.58,2.08,,,3.5,,,0.22,0.2,,,17.4,2.84,2.19,1.63,1.17,2.84,2.19,1.63,1.17,5.69,3.25
HSS,HSS3.5X.203,HSS3.500X0.203,7.15,1.97,,,3.5,,,0.2,0.19,,,18.5,2.7,2.07,1.54,1.17,2.7,2.07,1.54,1.17,5.41,3.09
HSS,HSS3.5X.188,HSS3.500X0.188,6.66,1.82,,,3.5,,,0.19,0.17,,,20.1,2.52,1.93,1.44,1.18,2.52,1.93,1.44,1.18,5.04,2.88
HSS,HSS3.5X.125,HSS3.500X0.125,4.51,1.23,,,3.5,,,0.13,0.12,,,30.2,1.77,1.33,1.01,1.2,1.77,1.33,1.01,1.2,3.53,2.02
HSS,HSS3X.250,HSS3.000X0.250,7.35,2.03,,,3,,,0.25,0.23,,,12.9,1.95,1.79,1.3,0.98,1.95,1.79,1.3,0.98,3.9,2.6
HSS,HSS3X.216,HSS3.000X0.216,6.43,1.77,,,3,,,0.22,0.2,,,14.9,1.74,1.58,1.16,0.99,1.74,1.58,1.16,0.99,3.48,2.32
HSS,HSS3X.203,HSS3.000X0.203,6.07,1.67,,,3,,,0.2,0.19,,,15.9,1.66,1.5,1.1,1,1.66,1.5,1.1,1,3.31,2.21
HSS,HSS3X.188,HSS3.000X0.188,5.65,1.54,,,3,,,0.19,0.17,,,17.2,1.55,1.39,1.03,1,1.55,1.39,1.03,1,3.1,2.06
HSS,HSS3X.152,HSS3.000X0.152,4.63,1.27,,,3,,,0.15,0.14,,,21.3,1.3,1.15,0.87,1.01,1.3,1.15,0.87,1.01,2.59,1.73
HSS,HSS3X.134,HSS3.000X0.134,4.11,1.12,,,3,,,0.13,0.12,,,24.2,1.16,1.03,0.77,1.02,1.16,1.03,0.77,1.02,2.32,1.55
HSS,HSS3X.125,HSS3.000X0.125,3.84,1.05,,,3,,,0.13,0.12,,,25.9,1.09,0.97,0.73,1.02,1.09,0.97,0.73,1.02,2.19,1.46
HSS,HSS2.875X.250,HSS2.875X0.250,7.02,1.93,,,2.88,,,0.25,0.23,,,12.3,1.7,1.63,1.18,0.94,1.7,1.63,1.18,0.94,3.4,2.37
HSS,HSS2.875X.203,HSS2.875X0.203,5.8,1.59,,,2.88,,,0.2,0.19,,,15.2,1.45,1.37,1.01,0.95,1.45,1.37,1.01,0.95,2.89,2.01
HSS,HSS2.875X.188,HSS2.875X0.188,5.4,1.48,,,2.88,,,0.19,0.17,,,16.5,1.35,1.27,0.94,0.96,1.35,1.27,0.94,0.96,2.7,1.88
HSS,HSS2.875X.125,HSS2.875X0.125,3.67,1.01,,,2.88,,,0.13,0.12,,,24.8,0.96,0.88,0.67,0.98,0.96,0.88,0.67,0.98,1.92,1.33
HSS,HSS2.5X.250,HSS2.500X0.250,6.01,1.66,,,2.5,,,0.25,0.23,,,10.7,1.08,1.2,0.86,0.81,1.08,1.2,0.86,0.81,2.15,1.72
HSS,HSS2.5X.188,HSS2.500X0.188,4.65,1.27,,,2.5,,,0.19,0.17,,,14.4,0.87,0.94,0.69,0.83,0.87,0.94,0.69,0.83,1.73,1.38
HSS,HSS2.5X.125,HSS2.500X0.125,3.17,0.87,,,2.5,,,0.13,0.12,,,21.6,0.62,0.66,0.5,0.84,0.62,0.66,0.5,0.84,1.24,0.99
HSS,HSS2.375X.250,HSS2.375X0.250,5.68,1.57,,,2.38,,,0.25,0.23,,,10.2,0.91,1.07,0.77,0.76,0.91,1.07,0.77,0.76,1.82,1.53
HSS,HSS2.375X.218,HSS2.375X0.218,5.03,1.39,,,2.38,,,0.22,0.2,,,11.7,0.82,0.96,0.69,0.77,0.82,0.96,0.69,0.77,1.65,1.39
HSS,HSS2.375X.188,HSS2.375X0.188,4.4,1.2,,,2.38,,,0.19,0.17,,,13.6,0.73,0.85,0.62,0.78,0.73,0.85,0.62,0.78,1.47,1.23
HSS,HSS2.375X.154,HSS2.375X0.154,3.66,1,,,2.38,,,0.15,0.14,,,16.6,0.63,0.71,0.53,0.79,0.63,0.71,0.53,0.79,1.25,1.06
HSS,HSS2.375X.125,HSS2.375X0.125,3.01,0.82,,,2.38,,,0.13,0.12,,,20.5,0.53,0.59,0.44,0.8,0.53,0.59,0.44,0.8,1.05,0.89
HSS,HSS1.9X.188,HSS1.900X0.188,3.44,0.94,,,1.9,,,0.19,0.17,,,10.9,0.36,0.52,0.37,0.61,0.36,0.52,0.37,0.61,0.71,0.75
